lat,lon
50.450204300386,30.52425511880424
50.450069433207545,30.52406822530458
50.44994334567771,30.52386678114331
50.44979880515514,30.523698667491768
50.44965426463257,30.523530553840224
50.44950972411,30.52336244018868
50.44936518358743,30.523194326537137
50.44922064306486,30.523026212885597
50.44907610254229,30.52285809923405
50.44893156201972,30.522689985582502
50.448763236082186,30.522590446003317
50.44859491014465,30.52249090642412
50.44842658420711,30.52239136684493
50.448258258269576,30.522291827265736
50.44808993233204,30.522192287686543
50.4479216063945,30.52209274810735
50.447753280456965,30.52199320852816
50.44779871750131,30.521719907877024
50.44784415454565,30.52144660722589
50.44788959158999,30.52117330657476
50.44793502863433,30.52090000592362
50.44798046567868,30.520626705272488
50.44802590272302,30.520353404621357
50.44807133976736,30.52008010397022
50.4481167768117,30.519806803319085
50.44816221385605,30.51953350266795
50.44820765090039,30.519260202016817
50.44825308794473,30.51898690136568
50.44829852498907,30.51871360071455
50.44834396203341,30.51844030006341
50.44838939907776,30.51816699941228
50.4484348361221,30.517893698761146
50.44848027316644,30.51762039811001
50.44852571021078,30.51734709745888
50.44857114725512,30.517073796807743
50.448616584299465,30.51680049615661
50.44866202134381,30.516527195505475
50.44870745838815,30.51625389485434
50.44875289543249,30.515980594203207
50.448798332476834,30.515707293552072
50.448843769521176,30.515433992900935
50.44888920656552,30.515160692249804
50.44893464360986,30.51488739159867
50.4489800806542,30.514614090947536
50.44915391543387,30.51468661765829
50.449327750213534,30.514759144369048
50.4495015849932,30.514831671079804
50.44967541977287,30.51490419779056
50.44984925455253,30.51497672450132
50.4500230893322,30.515049251212076
50.45019692411186,30.51512177792283
50.45037075889153,30.515194304633585
50.4505445936712,30.51526683134434
50.45071842845086,30.515339358055098
50.45089226323053,30.515411884765854
50.4510660980102,30.51548441147661
50.45123993278986,30.51555693818737
50.45141376756953,30.51562946489812
50.45158760234919,30.51570199160888
50.45176143712886,30.515774518319635
50.451935271908525,30.51584704503039
50.45210910668819,30.515919571741147
50.45228294146786,30.515992098451903
50.45245677624752,30.51606462516266
50.45263061102719,30.516137151873416
50.452804445806855,30.51620967858417
50.45297828058652,30.516282205294928
50.45312188379504,30.516452301078942
50.45324233325371,30.51666209617084
50.45336278271238,30.51687189126274
50.45348323217105,30.51708168635464
50.45366288857293,30.51709526547184
50.45382029147502,30.516958564641296
50.45397769437711,30.51682186381075
50.4541350972792,30.51668516298021
50.45430947061539,30.516754433114475
50.45448384395159,30.516823703248743
50.45465821728778,30.51689297338301
50.45483259062397,30.51696224351728
50.455006963960166,30.51703151365155
50.45518133729636,30.517100783785818
50.45535571063255,30.517170053920086
50.45536507833424,30.51745217433946
50.455350170516745,30.517733705776863
50.45533526269925,30.51801523721427
50.45532035488176,30.51829676865168
50.45530544706426,30.51857830008908
50.45529053924677,30.518859831526488
50.45527563142928,30.519141362963893
50.45526072361178,30.5194228944013
50.455245815794285,30.519704425838704
50.45523090797679,30.51998595727611
50.4552160001593,30.520267488713515
50.455093555427055,30.520474423051503
50.454971110694814,30.52068135738949
50.4548078436773,30.52079988442181
50.45464457665979,30.520918411454133
50.45448130964228,30.521036938486453
50.45431804262476,30.52115546551877
50.45415477560725,30.52127399255109
50.45399150858974,30.52139251958341
50.45382824157223,30.521511046615736
50.45366497455471,30.521629573648056
50.4535017075372,30.521748100680377
50.45333844051969,30.521866627712697
50.45316278142595,30.521927354718343
50.45298712233222,30.52198808172399
50.45281146323848,30.52204880872964
50.45263580414475,30.52210953573528
50.45246014505101,30.52217026274093
50.45228448595728,30.52223098974657
50.45210882686354,30.52229171675222
50.45193316776981,30.522352443757867
50.45175750867608,30.522413170763517
50.45158184958234,30.52247389776916
50.45141705617739,30.52258708774366
50.45130250392825,30.522804866890716
50.4511879516791,30.523022646037766
50.45107339942996,30.52324042518482
50.450958847180814,30.523458204331877
50.45084429493167,30.523675983478928
50.450729742682526,30.52389376262598
50.45061519043338,30.524111541773035
50.45050063818424,30.52432932092009
50.45038608593509,30.524547100067142
